Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
2024.0,Shahrukh Khan,40.0,10.0,553.0,58.0,18.43,391.0,141.43,0.0,1.0,35.0,37.0,20.0,0.0,40.0,12.0,15.0,0.0,0/7,0.0,7.5,0.0,0.0,0.0
2024.0,Shamar Joseph,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,47.0,0.0,0/47,0.0,11.75,0.0,0.0,0.0
2024.0,Shashank Singh,24.0,7.0,423.0,0.0,24.88,262.0,161.45,0.0,2.0,33.0,25.0,10.0,0.0,24.0,18.0,25.0,1.0,1/5,25.0,8.33,18.0,0.0,0.0
2022.0,Sherfane Rutherford,10.0,2.0,106.0,28.0,13.25,104.0,101.92,0.0,0.0,3.0,8.0,5.0,0.0,10.0,41.0,59.0,1.0,1/6,59.0,8.63,41.0,0.0,0.0
2024.0,Shimron Hetmyer,72.0,26.0,1244.0,75.0,27.04,812.0,153.2,0.0,4.0,76.0,82.0,32.0,0.0,72.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2024.0,Shivam Dube,65.0,11.0,1502.0,52.0,27.81,1024.0,146.68,0.0,9.0,86.0,101.0,19.0,0.0,65.0,112.0,180.0,5.0,2/15,36.0,9.64,22.4,0.0,0.0
2024.0,Shreyas Gopal,52.0,8.0,180.0,24.0,4.09,169.0,106.51,0.0,0.0,19.0,2.0,12.0,0.0,52.0,991.0,1349.0,52.0,3/12,25.94,8.17,19.06,1.0,0.0
2024.0,Shreyas Iyer,115.0,18.0,3127.0,96.0,32.24,2453.0,127.48,0.0,21.0,271.0,113.0,49.0,0.0,115.0,6.0,7.0,0.0,0,0.0,7.0,0.0,0.0,0.0
2024.0,Shubham Dubey,4.0,1.0,33.0,25.0,11.0,19.0,173.68,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2024.0,Shubman Gill,103.0,15.0,3216.0,129.0,36.55,2370.0,135.7,4.0,20.0,310.0,95.0,37.0,0.0,103.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2024.0,Simarjeet Singh,10.0,2.0,7.0,0.0,0.88,8.0,87.5,0.0,0.0,0.0,0.0,3.0,0.0,10.0,180.0,259.0,9.0,3/26,28.78,8.63,20.0,0.0,0.0
2024.0,Spencer Johnson,5.0,3.0,6.0,0.0,3.0,7.0,85.71,0.0,0.0,1.0,0.0,1.0,0.0,5.0,96.0,151.0,4.0,2/25,37.75,9.44,24.0,0.0,0.0
2024.0,Sunil Narine,176.0,20.0,1534.0,109.0,9.83,925.0,165.84,1.0,7.0,164.0,97.0,33.0,0.0,177.0,4076.0,4571.0,180.0,5/19,25.39,6.73,22.64,7.0,1.0
2024.0,Suryakumar Yadav,150.0,23.0,3594.0,82.0,28.3,2473.0,145.33,2.0,24.0,385.0,130.0,68.0,0.0,149.0,6.0,8.0,0.0,0,0.0,8.0,0.0,0.0,0.0
2024.0,Suyash Sharma,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,258.0,372.0,10.0,3/30,37.2,8.65,25.8,0.0,0.0
2024.0,Swapnil Singh,9.0,4.0,39.0,0.0,7.8,25.0,156.0,0.0,0.0,3.0,3.0,2.0,0.0,9.0,102.0,151.0,6.0,2/28,25.17,8.88,17.0,0.0,0.0
2024.0,T Natarajan,61.0,3.0,3.0,0.0,0.05,5.0,60.0,0.0,0.0,0.0,0.0,9.0,0.0,61.0,1337.0,1969.0,67.0,4/19,29.39,8.84,19.96,1.0,0.0
2024.0,Tim David,38.0,12.0,659.0,46.0,25.35,387.0,170.28,0.0,0.0,38.0,46.0,22.0,0.0,37.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2024.0,Travis Head,25.0,4.0,772.0,102.0,36.76,444.0,173.87,1.0,5.0,76.0,40.0,2.0,0.0,25.0,58.0,113.0,2.0,2/30,56.5,11.69,29.0,0.0,0.0
2024.0,Trent Boult,103.0,19.0,83.0,15.0,0.99,78.0,106.41,0.0,0.0,5.0,3.0,34.0,0.0,104.0,2337.0,3230.0,121.0,4/18,26.69,8.29,19.31,1.0,0.0
2024.0,Tristan Stubbs,18.0,6.0,405.0,20.0,33.75,233.0,173.82,0.0,3.0,26.0,26.0,7.0,0.0,18.0,24.0,29.0,4.0,2/11,7.25,7.25,6.0,0.0,0.0
2024.0,Tushar Deshpande,36.0,3.0,21.0,0.0,0.64,14.0,150.0,0.0,0.0,2.0,1.0,6.0,0.0,36.0,773.0,1243.0,42.0,3/45,29.6,9.65,18.4,1.0,0.0
2024.0,Umran Malik,26.0,4.0,23.0,0.0,1.05,16.0,143.75,0.0,0.0,1.0,2.0,6.0,0.0,26.0,493.0,772.0,29.0,5/25,26.62,9.4,17.0,1.0,1.0
2024.0,Vaibhav Arora,20.0,6.0,9.0,2.0,0.64,16.0,56.25,0.0,0.0,0.0,0.0,5.0,0.0,20.0,383.0,586.0,19.0,3/27,30.84,9.18,20.16,0.0,0.0
2024.0,Varun Chakaravarthy,70.0,8.0,25.0,1.0,0.4,46.0,54.35,0.0,0.0,2.0,0.0,14.0,0.0,71.0,1588.0,2002.0,83.0,3/16,24.12,7.56,19.13,1.0,1.0
2024.0,Venkatesh Iyer,50.0,7.0,1326.0,104.0,30.84,967.0,137.13,1.0,11.0,121.0,61.0,18.0,0.0,51.0,81.0,143.0,3.0,2/29,47.67,10.59,27.0,0.0,0.0
2024.0,Vijay Shankar,72.0,16.0,1115.0,28.0,19.91,859.0,129.8,0.0,6.0,80.0,45.0,30.0,0.0,72.0,238.0,344.0,9.0,1/11,38.22,8.67,26.44,0.0,0.0
2024.0,Virat Kohli,252.0,37.0,8004.0,113.0,37.23,6065.0,131.97,8.0,55.0,705.0,272.0,115.0,0.0,252.0,251.0,368.0,4.0,1/8,92.0,8.8,62.75,0.0,0.0
2023.0,Vishnu Vinod,6.0,0.0,56.0,30.0,9.33,57.0,98.25,0.0,0.0,3.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2024.0,Vyshak Vijay Kumar,11.0,2.0,14.0,0.0,1.56,12.0,116.67,0.0,0.0,0.0,1.0,4.0,0.0,11.0,231.0,395.0,13.0,3/20,30.38,10.26,17.77,0.0,0.0
2023.0,Wanindu Hasaranga,26.0,4.0,72.0,18.0,3.27,73.0,98.63,0.0,0.0,7.0,1.0,3.0,0.0,26.0,552.0,748.0,35.0,5/18,21.37,8.13,15.77,1.0,1.0
2024.0,Washington Sundar,60.0,13.0,378.0,40.0,8.04,325.0,116.31,0.0,0.0,32.0,9.0,12.0,0.0,60.0,1054.0,1325.0,37.0,2/16,35.81,7.54,28.49,0.0,0.0
2024.0,Will Jacks,8.0,1.0,230.0,0.0,32.86,131.0,175.57,1.0,1.0,16.0,18.0,3.0,0.0,8.0,54.0,100.0,2.0,1/23,50.0,11.11,27.0,0.0,0.0
2024.0,Yash Dayal,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,28.0,577.0,920.0,28.0,3/20,32.86,9.57,20.61,0.0,0.0
2024.0,Yash Thakur,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,404.0,691.0,24.0,4/37,28.79,10.26,16.83,1.0,1.0
2024.0,Yashasvi Jaiswal,52.0,2.0,1607.0,124.0,32.14,1067.0,150.61,2.0,9.0,198.0,64.0,18.0,0.0,52.0,1.0,6.0,0.0,0,0.0,36.0,0.0,0.0,0.0
2024.0,Yudhvir Singh,5.0,0.0,22.0,14.0,4.4,16.0,137.5,0.0,0.0,1.0,2.0,0.0,0.0,5.0,72.0,122.0,4.0,2/19,30.5,10.17,18.0,0.0,0.0
2024.0,Yuzvendra Chahal,160.0,13.0,37.0,5.0,0.25,86.0,43.02,0.0,0.0,0.0,0.0,30.0,0.0,160.0,3521.0,4602.0,205.0,5/40,22.45,7.84,17.18,6.0,1.0
